Feature Name	TPM Median	TPM Variance	Num Coexpress Partner	CAI	Normalized SNP Count	Paralog GI in S.cer	Ortholog Essentiality in S.cer	Length	Hits	Reads	Freedom index	Neighborhood index	Upstream hits 100	GRACE	GRACEv2
C1_08590C_A	109.75	65028.45975110343	20.0	0.22	0.0006711410000000001	0	1	1491.0	6.0	279.0	0.9349429909999999	0.055275402	0.0	1.0	
C1_08600C_A	75.48	7038.853234574764	107.0	0.17	0.002729754	0	1	2199.0	7.0	182.0	0.406548431	0.043783956	7.0	-1.0	
C1_08610C_A	276.62	1483239.341121157	8.0	0.28	0.004680187	-1	-1	642.0	12.0	648.0	0.196261682	0.241399881	1.0		
C1_08620W_A	47.36	51186.80709143196	0.0	0.13	0.004098361	-1	-1	489.0	17.0	2922.0	0.22085889600000005	0.449905241	1.0		
C1_08630W_A	23.78	2356.4666081075698	130.0	0.14	0.003739716	-1	-1	1338.0	2.0	123.0	0.9678624809999999	0.019015413000000002	6.0		-1.0
C1_08640W_A	39.95	7783.015925345204	31.0	0.12	0.004854369	-1	-1	825.0	25.0	3292.0	0.157575758	0.38165799	3.0	-1.0	
C1_08650C_A	22.17	41930.70428627223	0.0	0.14	0.004273504	0	1	937.0	0.0	0.0	1.0	0.0	11.0		
C1_08660C_A	25.58	12186.15273970811	0.0	0.18	0.001298701	0	1	771.0	1.0	1.0	0.9948119329999999	0.014290243999999999	1.0	1.0	
C1_08670W_A	19.85	447.11718152737353	42.0	0.17	0.005025126	-1	-1	2190.0	4.0	169.0	0.48584474899999996	0.019557696	1.0	-1.0	
C1_08680C_A	42.63	33540.04692044134	30.0	0.14	0.003478261	0	1	576.0	18.0	2695.0	0.237847222	0.327618454	6.0	-1.0	
C1_08690W_A	64.5	7439.271073092575	49.0	0.29	0.0	-1	-1	468.0	5.0	51.0	0.30982906	0.11002595400000001	5.0		
C1_08700W_A	28.62	1351.3543371895526	1.0	0.15	0.002414293	-1	-1	4146.0	52.0	2341.0	0.08490111	0.128111798	5.0		
C1_08710W_A	26.48	3899.523989595265	56.0	0.18	0.011479592	-1	-1	785.0	16.0	1948.0	0.229598893	0.22140756600000008	25.0	-1.0	
C1_08730W_A	27.6	1261337.950409391	8.0	0.14	0.003404255	-1	-1	1176.0	45.0	4715.0	0.073979592	0.397736476	11.0		
C1_08740C_A	140.81	14013.550711370168	3.0	0.27	0.002512563	0	1	2787.0	3.0	3.0	0.686401148	0.010588043	0.0	1.0	
C1_08750W_A	16.65	16194.076870037054	12.0	0.14	0.0055066080000000005	0	0	909.0	27.0	1979.0	0.234323432	0.285304846	4.0		
C1_08760W_A	17.18	1921.4304534929404	0.0	0.12	0.010486177	0	0	1050.0	31.0	2677.0	0.166666667	0.293921306	21.0		
C1_08770W_A	11.67	16102.27103032147	96.0	0.19	0.005703422	-1	-1	1053.0	34.0	5818.0	0.208926876	0.312310865	6.0	-1.0	
C1_08780W_A	31.71	7852.264840118785	0.0	0.22	0.0048338370000000005	-1	-1	1656.0	70.0	9107.0	0.088164251	0.416577863	3.0	-1.0	
C1_08790W_A	54.24	478491.47145458974	14.0	0.23	0.001707456	-1	-1	1758.0	55.0	6076.0	0.09613196800000001	0.315717813	3.0	-1.0	
C1_08800W_A	17.37	1158.2655214043139	8.0	0.14	0.003579952	-1	-1	1677.0	47.0	3347.0	0.09779367900000001	0.286255405	9.0		
C1_08810C_A	45.59	7950.7594103185265	345.0	0.18	0.003489531	-1	-1	2007.0	2.0	6.0	0.6900847040000001	0.009358375	8.0		-1.0
C1_08820C_A	15.51	22320.393191922598	0.0	0.12	0.011075949	-1	-1	633.0	7.0	446.0	0.575039494	0.10544867599999999	25.0		
C1_08830C_A	2.02	64.95037368547531	0.0	0.17	0.005145798	0	0	584.0	25.0	2794.0	0.23042505600000002	0.506874796	13.0		
C1_08840W_A				0.2	0.001879699	0	0	1065.0	33.0	2917.0	0.12863849800000002	0.27856338	8.0		
C1_08840W_B	4.09	23.037509613140802	0.0			0	0								
C1_08850C_A	3.65	1845.7403755517173	50.0	0.17	0.002420136	0	0	2067.0	38.0	4023.0	0.180938558	0.178599405	16.0	-1.0	
C1_08860C_A	14.9	800.2076365877526	0.0	0.12	0.004077934	-1	-1	2208.0	50.0	3690.0	0.081974638	0.229037267	7.0		
C1_08870C_A	37.8	63319.678336222576	326.0	0.21	0.002457002	0	1	1629.0	18.0	2718.0	0.7722529159999999	0.11909146699999999	14.0	-1.0	
C1_08880W_A	21.52	696.8935601869719	0.0	0.14	0.003134796	-1	-1	1596.0	2.0	2.0	0.565162907	0.014567668999999997	1.0		
C1_08890C_A	6.9	163.66907401812657	17.0	0.15	0.007594936999999999	-1	-1	396.0	22.0	978.0	0.282828283	0.6948334890000001	21.0		
C1_08900W_A	8.29	13713.93889222079	13.0	0.18	0.002386635	0	0	1677.0	51.0	4226.0	0.166368515	0.403058782	7.0		
C1_08910C_A	4.48	45.19020783872805	161.0	0.17	0.009990485	0	0	2103.0	20.0	438.0	0.215406562	0.134775592	13.0		
C1_08920W_A	38.45	2011.750835607388	360.0	0.22	0.006764374	-1	-1	888.0	4.0	181.0	0.386261261	0.064559697	9.0		
C1_08930C_A	160.07	335286.15287492826	31.0	0.14	0.0	0	0	225.0	9.0	408.0	0.333333333	0.598211091	9.0		
C1_08940C_A				0.17	0.002636204	-1	-1	2274.0	46.0	2285.0	0.10422163599999999	0.308653601	5.0		-1.0
C1_08940C_B	13.0	3138.828856597243	32.0			0	0								
C1_08950W_A	18.19	1029.366968770663	233.0	0.17	0.006104651	-1	-1	3444.0	51.0	4789.0	0.082752613	0.227520064	1.0		
C1_08960W_A					0.0	0	0								
C1_08970W_A					0.0	0	0								
C1_08980C_A	110.55	64059.698080873946	155.0	0.27	0.001969796	-1	-1	1524.0	6.0	134.0	0.527559055	0.057063725	0.0	1.0	
C1_08990C_A	27.29	1351.1939774066084	35.0	0.21	0.004270463	-1	-1	2811.0	27.0	1028.0	0.192102455	0.13993698400000001	2.0	-1.0	
C1_09000W_A	4.59	132.83257601045506	59.0	0.14	0.007869249	-1	-1	1656.0	39.0	3018.0	0.11835748800000001	0.350808633	14.0		
C1_09010W_A				0.16	0.007107709	0	1	1824.0	4.0	73.0	0.775219298	0.030308636	1.0	-1.0	
C1_09010W_B	20.86	9511.943335243854	8.0			0	0								
C1_09020W_A	105.54	47395.707856489884	65.0	0.3	0.006756757	0	0	744.0	7.0	238.0	0.52688172	0.118202902	2.0	-1.0	
C1_09030C_A	509.7	255929.2433231881	35.0	0.37	0.004024145	-1	-1	498.0	2.0	63.0	0.682730924	0.053819005999999996	1.0		-1.0
C1_09040C_A				0.15	0.009569378	-1	-1	1465.0	9.0	108.0	0.662798635	0.09102320400000001	11.0	-1.0	
C1_09040C_B	18.32	639.547443919681	202.0			0	0								
C1_09050W_A				0.14	0.0076026359999999986	1	0	1968.0	46.0	2849.0	0.083333333	0.321047382	3.0	-1.0	
C1_09050W_B	9.59	231.89786845069185	29.0			0	0								
C1_09060C_A	10.04	807.7548002451167	82.0	0.18	0.007352941	-1	-1	681.0	20.0	730.0	0.177679883	0.404694589	7.0		
C1_09070W_A	9.08	239.59004326869493	301.0	0.13	0.001679731	-1	-1	3573.0	56.0	2250.0	0.104673943	0.21597586	18.0	-1.0	
C1_09080C_A	114.95	130662.75134361404	7.0	0.55	0.0	0	0	660.0	25.0	2961.0	0.201515152	0.5127665539999999	0.0		
C1_09090C_A				0.16	0.007571169	-1	-1	3300.0	42.0	2213.0	0.149090909	0.18446601899999998	6.0	-1.0	
C1_09090C_B	7.96	140.77062912738614	75.0			0	0								
C1_09100W_A	6.06	795.3154409766429	1.0	0.11	0.016216216000000002	0	0	741.0	29.0	3368.0	0.21052631600000002	0.6013146420000001	2.0		-1.0
C1_09110W_A	2.66	49.24628062043091	137.0	0.16	0.0	0	0	1596.0	30.0	1484.0	0.201754386	0.287953927	1.0	-1.0	
C1_09120W_A	15.69	1817.7648673538529	26.0	0.14	0.001295337	-1	-1	1545.0	16.0	1065.0	0.204530744	0.175900155	4.0	-1.0	
C1_09130W_A	12.62	3292.086138078701	66.0	0.17	0.0004716980000000001	0	0	2121.0	40.0	2914.0	0.112211221	0.352401907	5.0	-1.0	
C1_09140C_A	16.58	1836.0823567740495	5.0	0.14	0.002579536	-1	-1	1167.0	15.0	646.0	0.24164524399999998	0.234780944	0.0	-1.0	
C1_09150W_A	5.49	234855.8394631336	4.0	0.21	0.005469462	0	0	1098.0	15.0	1723.0	0.275956284	0.248975919	3.0	-1.0	
C1_09160W_A	7.78	4790.2449366762075	78.0	0.23	0.000877963	0	0	1140.0	18.0	1083.0	0.165789474	0.31034890600000004	4.0		
C1_09170W_A				0.17	0.002188184	0	1	2283.0	13.0	1633.0	0.310994306	0.10097513300000001	0.0	1.0	
C1_09170W_B	21.28	4170.386358671072	30.0			0	0								
C1_09180W_A	2.68	8009.564120192941	173.0	0.14	0.001140684	-1	-1	2631.0	66.0	6334.0	0.08323831200000001	0.398699629	1.0		-1.0
C1_09190C_A	96.93	85830.37181579515	44.0	0.22	0.003357583	-1	-1	1788.0	44.0	3881.0	0.12807606300000002	0.361194181	6.0		
C1_09200W_A	8.63	2591.003196957872	12.0	0.13	0.001933301	0	0	2070.0	37.0	5314.0	0.126086957	0.264748905	13.0	-1.0	
C1_09210C_A	24.53	49217.63921402995	1.0	0.17	0.000537057	-1	-1	1863.0	41.0	3628.0	0.101449275	0.321872698	9.0	-1.0	
C1_09220W_A	26.72	25391.878295331426	113.0	0.15	0.002913328	0	0	1374.0	25.0	2421.0	0.305676856	0.22998544399999998	18.0	-1.0	
C1_09230C_A	23.54	907.7967831962538	0.0	0.16	0.000987167	0	0	1014.0	19.0	2661.0	0.18737672600000002	0.23684418100000001	10.0	-1.0	
C1_09240C_A	2.26	210.51935572486371	0.0	0.18	0.002106742	0	0	1425.0	35.0	3480.0	0.145964912	0.292351187	2.0	-1.0	
C1_09250W_A	27.08	18499.307213624586	22.0	0.16	0.002504871	0	0	3594.0	67.0	7683.0	0.101279911	0.24913556	6.0		
C1_09260C_A	35.94	42306.90279202331	0.0	0.13	0.0026619340000000003	-1	-1	1128.0	11.0	808.0	0.32535461	0.121424559	18.0		-1.0
C1_09270W_A	5.24	494.3435093846923	84.0	0.13	0.001201923	0	0	1665.0	36.0	2681.0	0.12672672699999998	0.264990572	3.0		
C1_09280W_A	12.11	487.49225483878234	8.0	0.14	0.001824818	-1	-1	2193.0	40.0	2809.0	0.169630643	0.21862013800000002	6.0		-1.0
C1_09290C_A	17.05	21846.327402426115	20.0	0.33	0.003109211	-1	-1	2574.0	61.0	4540.0	0.159285159	0.331995757	1.0	-1.0	
C1_09300C_A	0.29	28.28718293999085	13.0	0.18	0.002239642	0	0	894.0	31.0	3530.0	0.204697987	0.500624886	7.0		
C1_09310C_A	1.37	1099.724283852353	296.0	0.14	0.006143345	0	0	2931.0	52.0	2271.0	0.10678949199999999	0.264406127	8.0		
C1_09320C_A	21.79	4487.487025073296	0.0	0.13	0.000597729	0	0	1674.0	51.0	6495.0	0.078255675	0.48782597899999997	2.0		
C1_09330W_A	19.15	1962.6842635984626	448.0	0.21	0.008347245	-1	-1	600.0	7.0	714.0	0.32666666699999997	0.172023588	6.0		-1.0
C1_09340C_A	1.95	1253.6156808981684	299.0	0.19	0.008	0	0	3501.0	62.0	6062.0	0.096829477	0.252601116	2.0		
C1_09350W_A	164.49	22812.945586102174	191.0	0.35	0.005660376999999999	-1	-1	531.0	14.0	736.0	0.20903954800000002	0.39413391	13.0		
C1_09360C_A	32.03	3152.4629716805684	97.0	0.21	0.002781641	-1	-1	2877.0	35.0	2430.0	0.10879388300000001	0.188920974	2.0		
C1_09370W_A	23.99	4495.203977447616	8.0	0.15	0.0032751090000000004	0	1	1833.0	20.0	1296.0	0.250954719	0.13896559	2.0	1.0	
C1_09380W_A	14.9	758.9378778563472	221.0	0.17	0.002545609	-1	-1	2358.0	48.0	3644.0	0.128498728	0.25464179800000003	17.0		-1.0
C1_09390W_A	8.59	138.26054584482472	53.0	0.17	0.007158196	-1	-1	1398.0	50.0	4870.0	0.202432046	0.4212285770000001	25.0		-1.0
C1_09400C_A	2.41	3725.648568746427	9.0	0.19	0.002354788	-1	-1	1275.0	37.0	5007.0	0.130980392	0.348894831	14.0	-1.0	
C1_09410W_A	0.0	0.5491710611810396	0.0	0.14	0.01061008	0	0								
C1_09420W_A	0.0	1.1076916006835047	0.0	0.33	0.002142857	0	0	1401.0	29.0	2722.0	0.114917916	0.255921095	2.0	-1.0	
C1_09430W_A	20.74	1470.3711478896125	16.0	0.2	0.001153846	-1	-1	2601.0	66.0	8214.0	0.083813918	0.30792552300000003	4.0	-1.0	
C1_09440W_A	16.19	6599.923515329673	116.0	0.2	0.004106776	-1	-1	975.0	1.0	1.0	0.82974359	0.014456176000000001	6.0	-1.0	
C1_09450C_A	25.67	533.1975185390953	58.0	0.17	0.0028409090000000004	-1	-1	4929.0	37.0	3229.0	0.433353621	0.10921510300000001	0.0		-1.0
C1_09460W_A	83.31	9601.292539658822	144.0	0.16	0.000772201	0	1	1296.0	2.0	2.0	0.519290123	0.025906348	1.0	1.0	
C1_09470C_A	60.63	36898.316250677424	6.0	0.19	0.0	-1	-1	987.0	21.0	2103.0	0.179331307	0.397708674	12.0		
C1_09480W_A	40.41	466687.5059253122	0.0	0.15	0.004914005	-1	-1	408.0	3.0	20.0	0.45833333299999995	0.139847285	8.0		
C1_09490C_A	269.55	62726.40953842117	332.0	0.45	0.0	-1	-1	1593.0	4.0	30.0	0.410546139	0.052468249	0.0	1.0	
C1_09500W_A	0.59	8.44578062871395	2.0	0.15	0.0	0	0	336.0	13.0	1252.0	0.39285714299999996	0.9215138820000001	0.0		
C1_09510W_A	72.03	11673.5333304492	353.0	0.18	0.002142857	0	1	1401.0	1.0	6.0	0.6845110640000001	0.017156196000000002	0.0	1.0	
C1_09520C_A	33.91	5423.144722777152	4.0	0.18	0.0	-1	-1	1350.0	26.0	1949.0	0.20148148100000002	0.42477637100000004	5.0	-1.0	
C1_09530W_A	20.0	575.7715331128612	59.0	0.19	0.002173913	0	1	921.0	1.0	85.0	0.9989142240000001	0.02195807	1.0	-1.0	
C1_09540W_A				0.17	0.001895136	0	0	1581.0	10.0	974.0	0.326375712	0.13843992300000002	0.0		
C1_09540W_B	17.54	1137.9409456343742	0.0			0	0								
C1_09550W_A	1.55	138.68532824232716	0.0	0.24	0.0	0	0	357.0	8.0	420.0	0.33893557399999996	0.491542662	0.0		
C1_09560C_A					0.0	0	0								
C1_09570W_A	26.47	757.2749220860803	7.0	0.14	0.001849568	-1	-1	1623.0	17.0	828.0	0.274799754	0.22243073600000002	18.0		
C1_09580C_A	0.5	39.101967547430675	15.0	0.23	0.0	0	0	1407.0	29.0	2804.0	0.21108742	0.403559998	2.0	-1.0	
C1_09590C_A	0.0	0.16087188713376918	0.0	0.16	0.00071582	0	0	1398.0	26.0	2523.0	0.22460658100000008	0.312390651	0.0	-1.0	
C1_09600C_A	7.5	48.90234336348976	0.0	0.16	0.001437815	0	0	1392.0	22.0	1629.0	0.181034483	0.24842929999999996	3.0	-1.0	
C1_09610W_A	53.55	441240.4613489417	20.0	0.15	0.003667482	0	0	819.0	10.0	800.0	0.217338217	0.19801347800000002	4.0		
C1_09620C_A	44.44	5905.983745056195	49.0	0.19	0.004310345	-1	-1	465.0	6.0	439.0	0.286021505	0.212747138	24.0		
C1_09630W_A	797.0	388606.11298638134	27.0	0.56	0.004569688	-1	-1	1314.0	1.0	44.0	0.984474886	0.014774892	3.0	-1.0	
C1_09640W_A	291.47	163098.4125306323	0.0	0.41	0.00311042	-1	-1	1287.0	3.0	4.0	0.727272727	0.03656676	0.0	1.0	
C1_09650W_A	25.32	8752.669711082512	133.0	0.12	0.001880878	0	0	1596.0	20.0	2105.0	0.191503268	0.194500335	4.0		
C1_09660W_A	52.53	6154.866431846474	18.0	0.16	0.001750547	-1	-1	2286.0	21.0	516.0	0.269028871	0.131373925	8.0		
C1_09670C_A	73.15	4529.591899026896	0.0	0.21	0.003012048	0	0	333.0	0.0	0.0	1.0	0.0	0.0		1.0
C1_09680W_A	280.77	46045.962758274414	82.0	0.45	0.0	0	0	1542.0	22.0	1307.0	0.257457847	0.192429551	6.0	-1.0	
C1_09690W_A	64.59	1682631.8498885396	74.0	0.56	0.001812689	-1	-1	1656.0	15.0	1228.0	0.3852657	0.128698671	2.0	-1.0	
C1_09700W_A	0.13	2055.532025418831	0.0	0.17	0.0028409090000000004	0	0	705.0	23.0	1315.0	0.218439716	0.462833444	6.0		
C1_09710C_A	45.81	20848.270967506534	290.0	0.17	0.00315856	0	1	1584.0	6.0	35.0	0.830176768	0.052431610999999996	0.0	1.0	
C1_09720W_A	158.08	28601.57988324524	19.0	0.26	0.0	-1	-1	1335.0	19.0	2423.0	0.384269663	0.193220974	3.0	-1.0	
C1_09730W_A	30.03	7713.383042735616	0.0	0.13	0.00240096	0	1	834.0	7.0	399.0	0.279376499	0.11394989300000001	0.0		1.0
C1_09740C_A	16.67	24560.27893784587	1.0	0.17	0.0	0	0	219.0	1.0	11.0	0.616438356	0.057740840999999994	17.0		
C1_09750W_A	56.74	1963.227504654664	2.0	0.15	0.002232143	-1	-1	897.0	9.0	239.0	0.431438127	0.12836265800000002	10.0		
C1_09760C_A	31.43	2970.5384800268107	73.0	0.15	0.003707136	-1	-1	1080.0	12.0	754.0	0.418518519	0.14214975800000001	7.0	-1.0	
C1_09770W_A	12.5	10622.91778634555	74.0	0.12	0.008797654	0	0	342.0	19.0	1261.0	0.225146199	0.668458781	15.0		
C1_09780C_A	10.34	9944.282251592951	106.0	0.15	0.004100228	-1	-1	2196.0	32.0	2153.0	0.141621129	0.17637245699999998	5.0	-1.0	
C1_09790C_A	35.65	3588.285501125062	38.0	0.12	0.002620087	1	0	1146.0	18.0	861.0	0.181500873	0.18603655300000002	5.0	-1.0	
C1_09800C_A	63.97	12530.902885898982	15.0	0.14	0.005758157	-1	-1	522.0	11.0	853.0	0.32567049800000003	0.246295927	1.0	-1.0	
C1_09810W_A	40.87	2082.068830976142	89.0	0.17	0.000805802	-1	-1	1242.0	29.0	4654.0	0.331723027	0.275850467	16.0	-1.0	
C1_09820C_A	0.26	330.94456819299705	0.0	0.1	0.0	0	0	453.0	4.0	219.0	0.373068433	0.105631604	0.0		
C1_09830W_A	25.03	858.3408109033531	9.0	0.17	0.003093765	-1	-1	4203.0	32.0	1922.0	0.214846538	0.109587743	0.0		
C1_09840C_A	42.23	4834.017288994591	53.0	0.19	0.003051882	0	1	984.0	10.0	441.0	0.732723577	0.14894005800000001	2.0	-1.0	
C1_09850C_A	39.73	3429.287745177171	194.0	0.2	0.007027027	-1	-1	1851.0	18.0	764.0	0.156672069	0.152738782	1.0	-1.0	
C1_09860C_A	56.74	17053.053420547887	1.0	0.17	0.002533784	0	1	1185.0	3.0	5.0	0.85907173	0.040883382999999995	11.0	1.0	
C1_09870W_A	7.27	369.3190143177069	7.0	0.13	0.005750430999999999	-1	-1	1740.0	3.0	299.0	0.554597701	0.029648945	0.0		-1.0
C1_09880C_A	26.03	6732.705271918937	27.0	0.16	0.004424779	-1	-1	453.0	19.0	1192.0	0.233995585	0.72539924	20.0	-1.0	
C1_09890C_A					0.010638298	0	0								
C1_09900W_A	0.45	110.83902784422965	0.0	0.17	0.002826855	0	0	1416.0	28.0	3002.0	0.169491525	0.345848441	3.0	-1.0	
C1_09910C_A	23.02	735.7318057391292	3.0	0.13	0.008557457	0	0	819.0	12.0	1380.0	0.406593407	0.249524148	2.0		
C1_09920W_A	8.3	423.910148845333	118.0	0.13	0.005545926999999999	-1	-1	2886.0	24.0	1592.0	0.251212751	0.145539049	14.0		
C1_09930W_A	2.94	588.6212954711162	0.0	0.18	0.0073891630000000015	0	0	813.0	19.0	844.0	0.22263222600000002	0.388330801	2.0		
C1_09940W_A	17.62	4934.378274845205	0.0	0.11	0.003521127	0	0	285.0	4.0	266.0	0.37894736799999995	0.229364674	1.0		
C1_09950C_A	35.85	8683.204576322347	30.0	0.12	0.003355705	-1	-1	597.0	21.0	1246.0	0.236180905	0.593808837	11.0		
C1_09960W_A	88.76	31999.157620874917	50.0	0.16	0.004716980999999999	-1	-1	425.0	1.0	1.0	0.645061728	0.050826364000000006	8.0		
C1_09970C_A	12.14	264.8938827035661	0.0	0.15	0.005976096	0	1	2511.0	18.0	1004.0	0.20629231399999998	0.129095139	3.0	-1.0	
C1_09980C_A	30.74	5890.925238546844	192.0	0.28	0.002188184	-1	-1	915.0	9.0	373.0	0.257923497	0.17203554899999998	3.0		
C1_09990W_A	30.14	1062.0268372506011	71.0	0.21	0.001616379	-1	-1	1857.0	9.0	164.0	0.678513732	0.088943836	13.0		
C1_10000C_A	17.39	3698.492912382541	42.0	0.14	0.0016731729999999998	-1	-1	1794.0	35.0	2747.0	0.16889632100000002	0.37464603700000004	8.0	-1.0	
C1_10010C_A	13.48	410.8842119825013	7.0	0.14	0.003393665	-1	-1	3537.0	12.0	609.0	0.220808595	0.07025181	3.0		-1.0
C1_10020W_A	21.01	21015.4732477127	0.0	0.11	0.00515132	0	0	1554.0	34.0	3185.0	0.213642214	0.4521664520000001	3.0		
C1_10030W_A	55.41	7907.1592854407545	367.0	0.25	0.00472255	-1	-1	1695.0	45.0	4881.0	0.146902655	0.543061101	6.0		
C1_10040W_A	75.66	15030.101381595381	1.0	0.25	0.003444317	0	1	1743.0	6.0	385.0	0.311531842	0.06786329	1.0	-1.0	
C1_10050W_A	0.1	63.59666582128457	0.0	0.15	0.0	0	0	852.0	15.0	597.0	0.190140845	0.32241241600000003	3.0		
C1_10060C_A	0.65	67735.52777659058	61.0	0.22	0.001953125	0	0	513.0	17.0	1115.0	0.200779727	0.605841482	0.0		
C1_10070C_A	31.98	1946.391016538177	26.0	0.21	0.011538462	0	0	1821.0	23.0	824.0	0.164744646	0.22065379	4.0	-1.0	
C1_10080W_A	27.28	1138.3290036480173	0.0	0.16	0.00204918	-1	-1	489.0	5.0	189.0	0.7402862990000001	0.172324472	16.0		
C1_10090C_A	25.31	1189.092963771486	86.0	0.18	0.006677141	-1	-1	2547.0	40.0	3934.0	0.093835885	0.276207698	1.0		
C1_10100C_A	625.86	188647.5109099313	43.0	0.37	0.008281573	0	1	484.0	0.0	0.0	1.0	0.0	6.0		-1.0
C1_10110W_A	3.7	65.50679279354453	0.0	0.16	0.008763838000000001	0	0	2169.0	48.0	4148.0	0.11710465699999999	0.497621566	7.0		
C1_10120C_A	78.75	20044.0194088192	1.0	0.18	0.004683840999999999	0	1	855.0	0.0	0.0	1.0	0.0	1.0	1.0	
C1_10130W_A					0.0	0	0								
C1_10140C_A	6.65	8133.2189257122145	149.0	0.17	0.004034065	-1	-1	2232.0	37.0	1827.0	0.129480287	0.450889305	2.0		-1.0
C1_10150W_A	0.49	1000.7776173090117	0.0	0.13	0.005091218	-1	-1	2358.0	52.0	5468.0	0.084817642	0.77026876	1.0	-1.0	
C1_10160W_A	674.16	984013.7201856469	211.0	0.6	0.0	-1	-1	924.0	2.0	23.0	0.755411255	0.064346085	0.0		-1.0
C1_10170W_A	0.0	1582.424680253727	3.0	0.19	0.012569832	0	0	717.0	21.0	1068.0	0.12691771300000002	0.728320793	10.0		
C1_10180C_A				0.16	0.005025126	-1	-1	2187.0	24.0	1637.0	0.270690444	0.271135912	3.0	-1.0	
C1_10180C_B	7.91	8760.46950593557	213.0			0	0								
C1_10190W_A	43.18	2465.8256284054323	70.0	0.19	0.004801921	0	0	834.0	15.0	1100.0	0.215827338	0.38424772	4.0		
C1_10200C_A	35.85	1032.823855984297	148.0	0.18	0.003990878	-1	-1	1755.0	19.0	1313.0	0.21139601100000002	0.232086895	3.0	-1.0	
C1_10210C_A	18.71	1029.728661586091	103.0	0.17	0.00443686	-1	-1	2931.0	13.0	230.0	0.254179461	0.095103541	1.0		-1.0
C1_10220C_A	38.71	5971.16264552792	13.0	0.16	0.004930156	0	0	1218.0	8.0	334.0	0.387520525	0.12956446900000002	3.0	-1.0	
C1_10230C_A	10.68	558.6857814795159	222.0	0.15	0.0032369940000000004	0	0	4326.0	63.0	6782.0	0.111188165	0.27112996300000003	2.0		
C1_10240C_A	3.47	21451.568559451207	238.0	0.18	0.006811989	-1	-1	735.0	13.0	760.0	0.231292517	0.335297542	11.0		
C1_10250C_A	11.12	11364.710095163518	149.0	0.13	0.001218027	0	0	822.0	11.0	587.0	0.35766423399999997	0.264038252	18.0		
C1_10260C_A	70.31	40695.961100995	166.0	0.2	0.004155125	-1	-1	723.0	3.0	118.0	0.503457815	0.081273888	4.0		-1.0
C1_10270C_A	52.07	15853.90231354718	5.0	0.19	0.003118503	-1	-1	963.0	20.0	1717.0	0.222222222	0.396722529	4.0	-1.0	
C1_10280C_A	92.11	62283.69097478865	22.0	0.17	0.001451379	-1	-1	690.0	11.0	671.0	0.239130435	0.318079303	5.0	-1.0	
C1_10290W_A	3.53	17318.759294663978	7.0		0.008802817	0	0							-1.0	
C1_10300W_A	9.08	2930.2365406517633	7.0	0.15	0.00160901	-1	-1	2487.0	41.0	3114.0	0.369119421	0.317784564	2.0		
C1_10310W_A	5.48	8715.48474770033	107.0	0.22	0.005802708	0	0	1035.0	18.0	1262.0	0.175845411	0.392940626	6.0		
C1_10320W_A	13.14	376.20042737138016	115.0	0.15	0.004712535	0	1	1065.0	2.0	2.0	0.539906103	0.042823695	7.0	-1.0	
C1_10330C_A	12.12	530.6031262975496	125.0	0.13	0.003731343	-1	-1	1341.0	3.0	21.0	0.7084265470000001	0.051014804000000004	12.0		-1.0
C1_10340W_A	8.35	554.068972433099	35.0	0.16	0.00257566	0	0	1554.0	35.0	2857.0	0.109395109	0.488665749	0.0	-1.0	
C1_10350C_A	35.89	5181.318184679942	0.0	0.13	0.005637466999999999	-1	-1	2307.0	41.0	4471.0	0.12743823099999999	0.37549574799999996	1.0	-1.0	
C1_10360C_A				0.2	0.001100715	-1	-1	1815.0	14.0	1588.0	0.226997245	0.17616983600000002	3.0	-1.0	
C1_10360C_B	39.37	14151.850363927331	24.0			0	0								
C1_10370W_A	0.28	6.357037916108072	0.0	0.12	0.005970149	0	0								
C1_10380C_A	46.02	1094.0190053913432	11.0	0.19	0.001364877	0	1	2199.0	3.0	704.0	0.755343338	0.030667815	0.0		-1.0
C1_10390C_A	3221.99	7578432.467645307	211.0	0.57	0.005899705	0	1	679.0	1.0	9.0	0.9376947040000001	0.069827196	0.0		1.0
C1_10400C_A	111.2	36526.39879652746	3.0	0.26	0.0	0	0	753.0	6.0	542.0	0.306772908	0.165174398	1.0		
C1_10410W_A	11.27	645.8518742641637	1.0	0.11	0.004158004	0	0	963.0	13.0	737.0	0.5628245070000001	0.269250697	8.0		
C1_10420C_A	15.03	26431.838609938844	0.0	0.12	0.002068252	-1	-1	1935.0	35.0	2238.0	0.223255814	0.34429045	7.0	-1.0	
C1_10430W_A	1.11	5228.325927988926	0.0	0.4	0.00066313	0	0	1509.0	32.0	5126.0	0.138502319	0.381369764	2.0	-1.0	
C1_10440W_A	16.8	1478.8216006911746	72.0	0.15	0.003581377	-1	-1	2514.0	37.0	3487.0	0.120922832	0.241553803	5.0		
C1_10450W_A	283.08	120849.43080347273	2.0	0.17	0.0	0	0	1122.0	19.0	2581.0	0.18003565100000002	0.27749863399999997	5.0	-1.0	
C1_10460W_A	22.88	3531.6870060750525	72.0	0.16	0.0008116880000000001	-1	-1	1233.0	28.0	1640.0	0.187347932	0.376912464	4.0	-1.0	
C1_10470W_A	103.44	34208.36225645275	243.0	0.19	0.003960396	-1	-1	1011.0	4.0	1012.0	0.618199802	0.066657072	5.0	-1.0	
